,dataset,isMath,attack,advModel,advBalancing,model,modelDataset,balancing,acc,precision,recall,f1
260,bing,True,FGSM,alexnet,50/50,vgg,bing,20/80,0.515,0.5076142,1.0,0.6734007
261,bing,True,FGSM,alexnet,50/50,vgg,bing,30/70,0.555,0.5297297,0.98,0.6877193
262,bing,True,FGSM,alexnet,50/50,vgg,bing,40/60,0.53999996,0.5289855,0.73,0.6134454
263,bing,True,FGSM,alexnet,50/50,vgg,bing,50/50,0.555,0.67741936,0.21,0.3206107
264,bing,True,FGSM,alexnet,50/50,alexnet,ddg,20/80,0.5,0.5,1.0,0.6666667
265,bing,True,FGSM,alexnet,50/50,alexnet,ddg,30/70,0.45499998,0.40425533,0.19,0.2585034
266,bing,True,FGSM,alexnet,50/50,alexnet,ddg,40/60,0.505,0.50318474,0.79,0.614786
267,bing,True,FGSM,alexnet,50/50,alexnet,ddg,50/50,0.5,nan,0.0,nan
268,bing,True,FGSM,alexnet,50/50,resnet,ddg,20/80,0.59499997,0.60215056,0.56,0.5803108
269,bing,True,FGSM,alexnet,50/50,resnet,ddg,30/70,0.525,1.0,0.05,0.095238104
270,bing,True,FGSM,alexnet,50/50,resnet,ddg,40/60,0.5,nan,0.0,nan
271,bing,True,FGSM,alexnet,50/50,resnet,ddg,50/50,0.525,0.85714287,0.06,0.11214953
272,bing,True,FGSM,alexnet,50/50,vgg,ddg,20/80,0.53999996,0.521978,0.95,0.67375886
273,bing,True,FGSM,alexnet,50/50,vgg,ddg,30/70,0.56,0.54285717,0.76,0.6333333
274,bing,True,FGSM,alexnet,50/50,vgg,ddg,40/60,0.5,nan,0.0,nan
275,bing,True,FGSM,alexnet,50/50,vgg,ddg,50/50,0.5,nan,0.0,nan
276,bing,True,FGSM,alexnet,50/50,alexnet,google,20/80,0.49499997,0.47619048,0.1,0.16528927
277,bing,True,FGSM,alexnet,50/50,alexnet,google,30/70,0.5,0.5,0.01,0.019607844
278,bing,True,FGSM,alexnet,50/50,alexnet,google,40/60,0.45499998,0.3548387,0.11,0.16793895
279,bing,True,FGSM,alexnet,50/50,alexnet,google,50/50,0.45999998,0.35714287,0.1,0.15625
280,bing,True,FGSM,alexnet,50/50,resnet,google,20/80,0.515,0.5081081,0.94,0.6596491
281,bing,True,FGSM,alexnet,50/50,resnet,google,30/70,0.51,0.625,0.05,0.09259259
282,bing,True,FGSM,alexnet,50/50,resnet,google,40/60,0.505,0.53846157,0.07,0.123893805
283,bing,True,FGSM,alexnet,50/50,resnet,google,50/50,0.5,nan,0.0,nan
284,bing,True,FGSM,alexnet,50/50,vgg,google,20/80,0.57,0.5648148,0.61,0.5865385
285,bing,True,FGSM,alexnet,50/50,vgg,google,30/70,0.545,0.5633803,0.4,0.46783626
286,bing,True,FGSM,alexnet,50/50,vgg,google,40/60,0.505,0.6,0.03,0.05714286
287,bing,True,FGSM,alexnet,50/50,vgg,google,50/50,0.5,nan,0.0,nan
288,bing,True,FGSM,resnet,30/70,alexnet,bing,20/80,0.555,0.5504587,0.6,0.57416266
289,bing,True,FGSM,resnet,30/70,alexnet,bing,30/70,0.525,0.53424656,0.39,0.45086706
290,bing,True,FGSM,resnet,30/70,alexnet,bing,40/60,0.5,0.5,0.03,0.056603774
291,bing,True,FGSM,resnet,30/70,alexnet,bing,50/50,0.505,0.53333336,0.08,0.13913043
292,bing,True,FGSM,resnet,30/70,resnet,bing,20/80,0.49499997,0.49748743,0.99,0.66220737
293,bing,True,FGSM,resnet,30/70,resnet,bing,30/70,0.49499997,0.49717513,0.88,0.635379
294,bing,True,FGSM,resnet,30/70,resnet,bing,40/60,0.49499997,0.49720672,0.89,0.63799286
295,bing,True,FGSM,resnet,30/70,resnet,bing,50/50,0.56,0.55,0.66,0.6
296,bing,True,FGSM,resnet,30/70,vgg,bing,20/80,0.515,0.5076142,1.0,0.6734007
297,bing,True,FGSM,resnet,30/70,vgg,bing,30/70,0.52,0.5105263,0.97,0.6689655
298,bing,True,FGSM,resnet,30/70,vgg,bing,40/60,0.62,0.5857143,0.82,0.68333334
299,bing,True,FGSM,resnet,30/70,vgg,bing,50/50,0.525,0.5423729,0.32,0.40251574
300,bing,True,FGSM,resnet,30/70,alexnet,ddg,20/80,0.5,0.5,1.0,0.6666667
301,bing,True,FGSM,resnet,30/70,alexnet,ddg,30/70,0.57,0.5472973,0.81,0.65322584
302,bing,True,FGSM,resnet,30/70,alexnet,ddg,40/60,0.525,0.51428574,0.9,0.6545455
303,bing,True,FGSM,resnet,30/70,alexnet,ddg,50/50,0.52,0.8333333,0.05,0.094339624
304,bing,True,FGSM,resnet,30/70,resnet,ddg,20/80,0.55,0.5409836,0.66,0.5945946
305,bing,True,FGSM,resnet,30/70,resnet,ddg,30/70,0.55,0.75,0.15,0.25000003
306,bing,True,FGSM,resnet,30/70,resnet,ddg,40/60,0.5,nan,0.0,nan
307,bing,True,FGSM,resnet,30/70,resnet,ddg,50/50,0.51,0.5714286,0.08,0.14035088
308,bing,True,FGSM,resnet,30/70,vgg,ddg,20/80,0.515,0.507772,0.98,0.66894203
309,bing,True,FGSM,resnet,30/70,vgg,ddg,30/70,0.53499997,0.519774,0.92,0.66425997
310,bing,True,FGSM,resnet,30/70,vgg,ddg,40/60,0.505,0.6,0.03,0.05714286
311,bing,True,FGSM,resnet,30/70,vgg,ddg,50/50,0.505,0.6,0.03,0.05714286
312,bing,True,FGSM,resnet,30/70,alexnet,google,20/80,0.505,0.5068493,0.37,0.42774567
313,bing,True,FGSM,resnet,30/70,alexnet,google,30/70,0.5,0.5,0.05,0.09090909
314,bing,True,FGSM,resnet,30/70,alexnet,google,40/60,0.525,0.58064514,0.18,0.27480918
315,bing,True,FGSM,resnet,30/70,alexnet,google,50/50,0.525,0.5609756,0.23,0.3262411
316,bing,True,FGSM,resnet,30/70,resnet,google,20/80,0.48499998,0.4921466,0.94,0.6460481
317,bing,True,FGSM,resnet,30/70,resnet,google,30/70,0.515,0.5405405,0.2,0.2919708
318,bing,True,FGSM,resnet,30/70,resnet,google,40/60,0.48499998,0.47058824,0.24,0.3178808
319,bing,True,FGSM,resnet,30/70,resnet,google,50/50,0.5,0.5,0.08,0.13793103
320,bing,True,FGSM,resnet,30/70,vgg,google,20/80,0.545,0.52662724,0.89,0.6617101
321,bing,True,FGSM,resnet,30/70,vgg,google,30/70,0.545,0.5294118,0.81,0.64031625
322,bing,True,FGSM,resnet,30/70,vgg,google,40/60,0.48999998,0.47058824,0.16,0.23880596
323,bing,True,FGSM,resnet,30/70,vgg,google,50/50,0.5,nan,0.0,nan
324,bing,True,FGSM,resnet,40/60,alexnet,bing,20/80,0.565,0.56565654,0.56,0.562814
325,bing,True,FGSM,resnet,40/60,alexnet,bing,30/70,0.53,0.5416667,0.39,0.45348838
326,bing,True,FGSM,resnet,40/60,alexnet,bing,40/60,0.49499997,0.33333334,0.01,0.019417476
327,bing,True,FGSM,resnet,40/60,alexnet,bing,50/50,0.52,0.625,0.1,0.17241378
328,bing,True,FGSM,resnet,40/60,resnet,bing,20/80,0.5,0.5,1.0,0.6666667
329,bing,True,FGSM,resnet,40/60,resnet,bing,30/70,0.525,0.5138122,0.93,0.6619218
330,bing,True,FGSM,resnet,40/60,resnet,bing,40/60,0.47,0.48387095,0.9,0.62937057
331,bing,True,FGSM,resnet,40/60,resnet,bing,50/50,0.55,0.5390625,0.69,0.6052631
332,bing,True,FGSM,resnet,40/60,vgg,bing,20/80,0.52,0.5102041,1.0,0.6756757
333,bing,True,FGSM,resnet,40/60,vgg,bing,30/70,0.525,0.5132275,0.97,0.6712803
334,bing,True,FGSM,resnet,40/60,vgg,bing,40/60,0.59,0.5714286,0.72,0.63716817
335,bing,True,FGSM,resnet,40/60,vgg,bing,50/50,0.58,0.64285713,0.36,0.46153843
336,bing,True,FGSM,resnet,40/60,alexnet,ddg,20/80,0.5,0.5,1.0,0.6666667
337,bing,True,FGSM,resnet,40/60,alexnet,ddg,30/70,0.565,0.54362416,0.81,0.65060246
338,bing,True,FGSM,resnet,40/60,alexnet,ddg,40/60,0.48999998,0.4940476,0.83,0.619403
339,bing,True,FGSM,resnet,40/60,alexnet,ddg,50/50,0.515,1.0,0.03,0.058252428
340,bing,True,FGSM,resnet,40/60,resnet,ddg,20/80,0.565,0.55284554,0.68,0.6098655
341,bing,True,FGSM,resnet,40/60,resnet,ddg,30/70,0.53,0.6,0.18,0.2769231
342,bing,True,FGSM,resnet,40/60,resnet,ddg,40/60,0.505,1.0,0.01,0.01980198
343,bing,True,FGSM,resnet,40/60,resnet,ddg,50/50,0.53,0.61538464,0.16,0.25396824
344,bing,True,FGSM,resnet,40/60,vgg,ddg,20/80,0.515,0.50769234,0.99,0.67118645
345,bing,True,FGSM,resnet,40/60,vgg,ddg,30/70,0.565,0.53672314,0.95,0.68592054
346,bing,True,FGSM,resnet,40/60,vgg,ddg,40/60,0.49499997,0.33333334,0.01,0.019417476
347,bing,True,FGSM,resnet,40/60,vgg,ddg,50/50,0.5,0.5,0.02,0.03846154
348,bing,True,FGSM,resnet,40/60,alexnet,google,20/80,0.51,0.5135135,0.38,0.43678162
349,bing,True,FGSM,resnet,40/60,alexnet,google,30/70,0.5,0.5,0.04,0.07407407
350,bing,True,FGSM,resnet,40/60,alexnet,google,40/60,0.49499997,0.48387095,0.15,0.22900763
351,bing,True,FGSM,resnet,40/60,alexnet,google,50/50,0.5,0.5,0.17,0.25373134
352,bing,True,FGSM,resnet,40/60,resnet,google,20/80,0.48,0.48947367,0.93,0.6413793
353,bing,True,FGSM,resnet,40/60,resnet,google,30/70,0.48999998,0.475,0.19,0.27142859
354,bing,True,FGSM,resnet,40/60,resnet,google,40/60,0.45499998,0.42372882,0.25,0.3144654
355,bing,True,FGSM,resnet,40/60,resnet,google,50/50,0.47,0.35,0.07,0.11666667
356,bing,True,FGSM,resnet,40/60,vgg,google,20/80,0.555,0.53216374,0.91,0.67158675
357,bing,True,FGSM,resnet,40/60,vgg,google,30/70,0.575,0.5531915,0.78,0.6473029
358,bing,True,FGSM,resnet,40/60,vgg,google,40/60,0.515,0.5483871,0.17,0.259542
359,bing,True,FGSM,resnet,40/60,vgg,google,50/50,0.5,nan,0.0,nan
360,bing,True,FGSM,resnet,20/80,alexnet,bing,20/80,0.53,0.5283019,0.56,0.5436893
361,bing,True,FGSM,resnet,20/80,alexnet,bing,30/70,0.53,0.5375,0.43,0.47777778
362,bing,True,FGSM,resnet,20/80,alexnet,bing,40/60,0.505,0.6,0.03,0.05714286
363,bing,True,FGSM,resnet,20/80,alexnet,bing,50/50,0.48999998,0.45833334,0.11,0.17741936
364,bing,True,FGSM,resnet,20/80,resnet,bing,20/80,0.505,0.5025126,1.0,0.6688963
365,bing,True,FGSM,resnet,20/80,resnet,bing,30/70,0.51,0.50555557,0.91,0.65000004
366,bing,True,FGSM,resnet,20/80,resnet,bing,40/60,0.5,0.5,0.92,0.6478873
367,bing,True,FGSM,resnet,20/80,resnet,bing,50/50,0.60499996,0.58536583,0.72,0.64574
368,bing,True,FGSM,resnet,20/80,vgg,bing,20/80,0.52,0.5102041,1.0,0.6756757
369,bing,True,FGSM,resnet,20/80,vgg,bing,30/70,0.55,0.5268817,0.98,0.68531466
370,bing,True,FGSM,resnet,20/80,vgg,bing,40/60,0.59499997,0.5714286,0.76,0.65236056
371,bing,True,FGSM,resnet,20/80,vgg,bing,50/50,0.585,0.6440678,0.38,0.4779874
372,bing,True,FGSM,resnet,20/80,alexnet,ddg,20/80,0.5,0.5,1.0,0.6666667
373,bing,True,FGSM,resnet,20/80,alexnet,ddg,30/70,0.58,0.5540541,0.82,0.66129035
374,bing,True,FGSM,resnet,20/80,alexnet,ddg,40/60,0.53,0.51744187,0.89,0.65441173
375,bing,True,FGSM,resnet,20/80,alexnet,ddg,50/50,0.525,0.7777778,0.07,0.12844037
376,bing,True,FGSM,resnet,20/80,resnet,ddg,20/80,0.555,0.54545456,0.66,0.5972851
377,bing,True,FGSM,resnet,20/80,resnet,ddg,30/70,0.575,0.7419355,0.23,0.35114503
378,bing,True,FGSM,resnet,20/80,resnet,ddg,40/60,0.49499997,0.0,0.0,nan
379,bing,True,FGSM,resnet,20/80,resnet,ddg,50/50,0.515,0.5652174,0.13,0.21138212
380,bing,True,FGSM,resnet,20/80,vgg,ddg,20/80,0.53999996,0.5208333,1.0,0.6849315
381,bing,True,FGSM,resnet,20/80,vgg,ddg,30/70,0.585,0.5497076,0.94,0.6937269
382,bing,True,FGSM,resnet,20/80,vgg,ddg,40/60,0.51,0.6666667,0.04,0.0754717
383,bing,True,FGSM,resnet,20/80,vgg,ddg,50/50,0.515,0.8,0.04,0.07619048
384,bing,True,FGSM,resnet,20/80,alexnet,google,20/80,0.48499998,0.48051947,0.37,0.4180791
385,bing,True,FGSM,resnet,20/80,alexnet,google,30/70,0.48999998,0.25,0.01,0.01923077
386,bing,True,FGSM,resnet,20/80,alexnet,google,40/60,0.48999998,0.46666667,0.14,0.21538462
387,bing,True,FGSM,resnet,20/80,alexnet,google,50/50,0.48499998,0.44827586,0.13,0.20155038
388,bing,True,FGSM,resnet,20/80,resnet,google,20/80,0.505,0.5026738,0.94,0.65505224
389,bing,True,FGSM,resnet,20/80,resnet,google,30/70,0.515,0.53846157,0.21,0.30215827
390,bing,True,FGSM,resnet,20/80,resnet,google,40/60,0.465,0.43636364,0.24,0.3096774
391,bing,True,FGSM,resnet,20/80,resnet,google,50/50,0.5,0.5,0.05,0.09090909
392,bing,True,FGSM,resnet,20/80,vgg,google,20/80,0.58,0.5487805,0.9,0.6818182
393,bing,True,FGSM,resnet,20/80,vgg,google,30/70,0.58,0.5588235,0.76,0.64406776
394,bing,True,FGSM,resnet,20/80,vgg,google,40/60,0.5,0.5,0.14,0.21875
395,bing,True,FGSM,resnet,20/80,vgg,google,50/50,0.5,nan,0.0,nan
396,bing,True,FGSM,resnet,50/50,alexnet,bing,20/80,0.53499997,0.5339806,0.55,0.54187196
397,bing,True,FGSM,resnet,50/50,alexnet,bing,30/70,0.53499997,0.5479452,0.4,0.46242774
398,bing,True,FGSM,resnet,50/50,alexnet,bing,40/60,0.505,0.6,0.03,0.05714286
399,bing,True,FGSM,resnet,50/50,alexnet,bing,50/50,0.52,0.5833333,0.14,0.22580646
400,bing,True,FGSM,resnet,50/50,resnet,bing,20/80,0.5,0.5,1.0,0.6666667
401,bing,True,FGSM,resnet,50/50,resnet,bing,30/70,0.51,0.50549453,0.92,0.65248233
402,bing,True,FGSM,resnet,50/50,resnet,bing,40/60,0.475,0.4863388,0.89,0.6289753
403,bing,True,FGSM,resnet,50/50,resnet,bing,50/50,0.49499997,0.496,0.62,0.55111116
404,bing,True,FGSM,resnet,50/50,vgg,bing,20/80,0.51,0.5050505,1.0,0.67114097
405,bing,True,FGSM,resnet,50/50,vgg,bing,30/70,0.53499997,0.5185185,0.98,0.6782007
406,bing,True,FGSM,resnet,50/50,vgg,bing,40/60,0.60499996,0.5744681,0.81,0.6721992
407,bing,True,FGSM,resnet,50/50,vgg,bing,50/50,0.58,0.6333333,0.38,0.475
408,bing,True,FGSM,resnet,50/50,alexnet,ddg,20/80,0.5,0.5,1.0,0.6666667
409,bing,True,FGSM,resnet,50/50,alexnet,ddg,30/70,0.545,0.53061223,0.78,0.6315789
410,bing,True,FGSM,resnet,50/50,alexnet,ddg,40/60,0.515,0.5084746,0.9,0.6498195
411,bing,True,FGSM,resnet,50/50,alexnet,ddg,50/50,0.51,0.625,0.05,0.09259259
412,bing,True,FGSM,resnet,50/50,resnet,ddg,20/80,0.525,0.52100843,0.62,0.5662101
413,bing,True,FGSM,resnet,50/50,resnet,ddg,30/70,0.53,0.625,0.15,0.24193549
414,bing,True,FGSM,resnet,50/50,resnet,ddg,40/60,0.5,nan,0.0,nan
415,bing,True,FGSM,resnet,50/50,resnet,ddg,50/50,0.505,0.5294118,0.09,0.15384614
416,bing,True,FGSM,resnet,50/50,vgg,ddg,20/80,0.53499997,0.5181347,1.0,0.6825939
417,bing,True,FGSM,resnet,50/50,vgg,ddg,30/70,0.57,0.53932583,0.96,0.6906475
418,bing,True,FGSM,resnet,50/50,vgg,ddg,40/60,0.505,0.5714286,0.04,0.074766345
419,bing,True,FGSM,resnet,50/50,vgg,ddg,50/50,0.515,0.8,0.04,0.07619048
420,bing,True,FGSM,resnet,50/50,alexnet,google,20/80,0.515,0.51898736,0.41,0.45810053
421,bing,True,FGSM,resnet,50/50,alexnet,google,30/70,0.48999998,0.375,0.03,0.055555552
422,bing,True,FGSM,resnet,50/50,alexnet,google,40/60,0.505,0.5151515,0.17,0.2556391
423,bing,True,FGSM,resnet,50/50,alexnet,google,50/50,0.52,0.55,0.22,0.31428573
424,bing,True,FGSM,resnet,50/50,resnet,google,20/80,0.465,0.48128343,0.9,0.62717766
425,bing,True,FGSM,resnet,50/50,resnet,google,30/70,0.515,0.53333336,0.24,0.33103448
426,bing,True,FGSM,resnet,50/50,resnet,google,40/60,0.47,0.45,0.27,0.33749998
427,bing,True,FGSM,resnet,50/50,resnet,google,50/50,0.49499997,0.47619048,0.1,0.16528927
428,bing,True,FGSM,resnet,50/50,vgg,google,20/80,0.53999996,0.5229885,0.91,0.66423357
429,bing,True,FGSM,resnet,50/50,vgg,google,30/70,0.58,0.55128205,0.86,0.671875
430,bing,True,FGSM,resnet,50/50,vgg,google,40/60,0.545,0.6363636,0.21,0.31578946
431,bing,True,FGSM,resnet,50/50,vgg,google,50/50,0.5,0.5,0.01,0.019607844
432,ddg,True,FGSM,vgg,30/70,alexnet,bing,20/80,0.57,0.5744681,0.54,0.556701
433,ddg,True,FGSM,vgg,30/70,alexnet,bing,30/70,0.53,0.56,0.28,0.37333333
434,ddg,True,FGSM,vgg,30/70,alexnet,bing,40/60,0.48499998,0.2,0.01,0.01904762
435,ddg,True,FGSM,vgg,30/70,alexnet,bing,50/50,0.53499997,0.62068963,0.18,0.27906978
436,ddg,True,FGSM,vgg,30/70,resnet,bing,20/80,0.5,0.5,0.99,0.66442955
437,ddg,True,FGSM,vgg,30/70,resnet,bing,30/70,0.53999996,0.525,0.84,0.64615375
438,ddg,True,FGSM,vgg,30/70,resnet,bing,40/60,0.515,0.50955415,0.8,0.62256813
439,ddg,True,FGSM,vgg,30/70,resnet,bing,50/50,0.525,0.52100843,0.62,0.5662101
440,ddg,True,FGSM,vgg,30/70,vgg,bing,20/80,0.525,0.5141243,0.91,0.6570397
441,ddg,True,FGSM,vgg,30/70,vgg,bing,30/70,0.59499997,0.5683453,0.79,0.66108793
442,ddg,True,FGSM,vgg,30/70,vgg,bing,40/60,0.55,0.6315789,0.24,0.34782606
443,ddg,True,FGSM,vgg,30/70,vgg,bing,50/50,0.53499997,0.6666667,0.14,0.23140496
444,ddg,True,FGSM,vgg,30/70,alexnet,ddg,20/80,0.49499997,0.49746192,0.98,0.6599326
445,ddg,True,FGSM,vgg,30/70,alexnet,ddg,30/70,0.57,0.5729167,0.55,0.5612245
446,ddg,True,FGSM,vgg,30/70,alexnet,ddg,40/60,0.52,0.51492536,0.69,0.5897436
447,ddg,True,FGSM,vgg,30/70,alexnet,ddg,50/50,0.51,0.625,0.05,0.09259259
448,ddg,True,FGSM,vgg,30/70,resnet,ddg,20/80,0.62,0.6034483,0.7,0.6481482
449,ddg,True,FGSM,vgg,30/70,resnet,ddg,30/70,0.545,0.6451613,0.2,0.3053435
450,ddg,True,FGSM,vgg,30/70,resnet,ddg,40/60,0.5,nan,0.0,nan
451,ddg,True,FGSM,vgg,30/70,resnet,ddg,50/50,0.575,0.7419355,0.23,0.35114503
452,ddg,True,FGSM,vgg,30/70,vgg,ddg,20/80,0.47,0.48192772,0.8,0.6015038
453,ddg,True,FGSM,vgg,30/70,vgg,ddg,30/70,0.48499998,0.4869565,0.56,0.5209302
454,ddg,True,FGSM,vgg,30/70,vgg,ddg,40/60,0.5,0.5,0.01,0.019607844
455,ddg,True,FGSM,vgg,30/70,vgg,ddg,50/50,0.49499997,0.33333334,0.01,0.019417476
456,ddg,True,FGSM,vgg,30/70,alexnet,google,20/80,0.555,0.5846154,0.38,0.46060607
457,ddg,True,FGSM,vgg,30/70,alexnet,google,30/70,0.515,0.5882353,0.1,0.17094018
458,ddg,True,FGSM,vgg,30/70,alexnet,google,40/60,0.545,0.7368421,0.14,0.23529412
459,ddg,True,FGSM,vgg,30/70,alexnet,google,50/50,0.51,0.5833333,0.07,0.125
460,ddg,True,FGSM,vgg,30/70,resnet,google,20/80,0.49499997,0.4974093,0.96,0.65529007
461,ddg,True,FGSM,vgg,30/70,resnet,google,30/70,0.555,0.59016395,0.36,0.44720498
462,ddg,True,FGSM,vgg,30/70,resnet,google,40/60,0.52,0.54347825,0.25,0.34246576
463,ddg,True,FGSM,vgg,30/70,resnet,google,50/50,0.51,0.54545456,0.12,0.1967213
464,ddg,True,FGSM,vgg,30/70,vgg,google,20/80,0.565,0.552,0.69,0.61333334
465,ddg,True,FGSM,vgg,30/70,vgg,google,30/70,0.545,0.5529412,0.47,0.5081081
466,ddg,True,FGSM,vgg,30/70,vgg,google,40/60,0.53499997,0.6296296,0.17,0.26771653
467,ddg,True,FGSM,vgg,30/70,vgg,google,50/50,0.505,0.6666667,0.02,0.03883495
468,ddg,True,FGSM,vgg,40/60,alexnet,bing,20/80,0.57,0.5744681,0.54,0.556701
469,ddg,True,FGSM,vgg,40/60,alexnet,bing,30/70,0.53499997,0.55932206,0.33,0.41509438
470,ddg,True,FGSM,vgg,40/60,alexnet,bing,40/60,0.505,0.5714286,0.04,0.074766345
471,ddg,True,FGSM,vgg,40/60,alexnet,bing,50/50,0.58,0.75,0.24,0.36363634
472,ddg,True,FGSM,vgg,40/60,resnet,bing,20/80,0.5,0.5,0.99,0.66442955
473,ddg,True,FGSM,vgg,40/60,resnet,bing,30/70,0.55,0.5308642,0.86,0.6564886
474,ddg,True,FGSM,vgg,40/60,resnet,bing,40/60,0.525,0.516129,0.8,0.627451
475,ddg,True,FGSM,vgg,40/60,resnet,bing,50/50,0.555,0.54545456,0.66,0.5972851
476,ddg,True,FGSM,vgg,40/60,vgg,bing,20/80,0.53999996,0.5229885,0.91,0.66423357
477,ddg,True,FGSM,vgg,40/60,vgg,bing,30/70,0.61,0.5846154,0.76,0.66086954
478,ddg,True,FGSM,vgg,40/60,vgg,bing,40/60,0.585,0.6976744,0.3,0.41958043
479,ddg,True,FGSM,vgg,40/60,vgg,bing,50/50,0.525,0.64705884,0.11,0.18803418
480,ddg,True,FGSM,vgg,40/60,alexnet,ddg,20/80,0.505,0.5025381,0.99,0.6666667
481,ddg,True,FGSM,vgg,40/60,alexnet,ddg,30/70,0.53,0.5294118,0.54,0.53465354
482,ddg,True,FGSM,vgg,40/60,alexnet,ddg,40/60,0.475,0.4814815,0.65,0.5531915
483,ddg,True,FGSM,vgg,40/60,alexnet,ddg,50/50,0.51,0.6666667,0.04,0.0754717
484,ddg,True,FGSM,vgg,40/60,resnet,ddg,20/80,0.575,0.56302524,0.67,0.61187214
485,ddg,True,FGSM,vgg,40/60,resnet,ddg,30/70,0.55,0.6315789,0.24,0.34782606
486,ddg,True,FGSM,vgg,40/60,resnet,ddg,40/60,0.5,nan,0.0,nan
487,ddg,True,FGSM,vgg,40/60,resnet,ddg,50/50,0.525,0.58064514,0.18,0.27480918
488,ddg,True,FGSM,vgg,40/60,vgg,ddg,20/80,0.49499997,0.497006,0.83,0.6217229
489,ddg,True,FGSM,vgg,40/60,vgg,ddg,30/70,0.565,0.55284554,0.68,0.6098655
490,ddg,True,FGSM,vgg,40/60,vgg,ddg,40/60,0.5,0.5,0.02,0.03846154
491,ddg,True,FGSM,vgg,40/60,vgg,ddg,50/50,0.5,0.5,0.02,0.03846154
492,ddg,True,FGSM,vgg,40/60,alexnet,google,20/80,0.59499997,0.64615387,0.42,0.5090909
493,ddg,True,FGSM,vgg,40/60,alexnet,google,30/70,0.53,0.6875,0.11,0.18965517
494,ddg,True,FGSM,vgg,40/60,alexnet,google,40/60,0.58,0.8333333,0.2,0.32258067
495,ddg,True,FGSM,vgg,40/60,alexnet,google,50/50,0.53499997,0.7692308,0.1,0.17699115
496,ddg,True,FGSM,vgg,40/60,resnet,google,20/80,0.5,0.5,0.95,0.6551724
497,ddg,True,FGSM,vgg,40/60,resnet,google,30/70,0.5,0.5,0.3,0.375
498,ddg,True,FGSM,vgg,40/60,resnet,google,40/60,0.525,0.5555556,0.25,0.3448276
499,ddg,True,FGSM,vgg,40/60,resnet,google,50/50,0.505,0.52380955,0.11,0.18181817
500,ddg,True,FGSM,vgg,40/60,vgg,google,20/80,0.59,0.5714286,0.72,0.63716817
501,ddg,True,FGSM,vgg,40/60,vgg,google,30/70,0.545,0.55172414,0.48,0.51336896
502,ddg,True,FGSM,vgg,40/60,vgg,google,40/60,0.51,0.5416667,0.13,0.20967741
503,ddg,True,FGSM,vgg,40/60,vgg,google,50/50,0.5,0.5,0.01,0.019607844
504,ddg,True,FGSM,vgg,20/80,alexnet,bing,20/80,0.57,0.5729167,0.55,0.5612245
505,ddg,True,FGSM,vgg,20/80,alexnet,bing,30/70,0.59,0.6551724,0.38,0.48101264
506,ddg,True,FGSM,vgg,20/80,alexnet,bing,40/60,0.5,0.5,0.03,0.056603774
507,ddg,True,FGSM,vgg,20/80,alexnet,bing,50/50,0.53999996,0.61764705,0.21,0.31343284
508,ddg,True,FGSM,vgg,20/80,resnet,bing,20/80,0.51,0.5050505,1.0,0.67114097
509,ddg,True,FGSM,vgg,20/80,resnet,bing,30/70,0.53999996,0.525,0.84,0.64615375
510,ddg,True,FGSM,vgg,20/80,resnet,bing,40/60,0.52,0.512987,0.79,0.62204725
511,ddg,True,FGSM,vgg,20/80,resnet,bing,50/50,0.565,0.5546219,0.66,0.60273975
512,ddg,True,FGSM,vgg,20/80,vgg,bing,20/80,0.52,0.5113636,0.9,0.6521739
513,ddg,True,FGSM,vgg,20/80,vgg,bing,30/70,0.565,0.5488722,0.73,0.62660944
514,ddg,True,FGSM,vgg,20/80,vgg,bing,40/60,0.59499997,0.74358976,0.29,0.4172662
515,ddg,True,FGSM,vgg,20/80,vgg,bing,50/50,0.52,0.64285713,0.09,0.15789475
516,ddg,True,FGSM,vgg,20/80,alexnet,ddg,20/80,0.51,0.5050505,1.0,0.67114097
517,ddg,True,FGSM,vgg,20/80,alexnet,ddg,30/70,0.525,0.5252525,0.52,0.52261305
518,ddg,True,FGSM,vgg,20/80,alexnet,ddg,40/60,0.525,0.519084,0.68,0.5887445
519,ddg,True,FGSM,vgg,20/80,alexnet,ddg,50/50,0.525,0.72727275,0.08,0.14414415
520,ddg,True,FGSM,vgg,20/80,resnet,ddg,20/80,0.61,0.5873016,0.74,0.65486723
521,ddg,True,FGSM,vgg,20/80,resnet,ddg,30/70,0.53999996,0.6,0.24,0.34285715
522,ddg,True,FGSM,vgg,20/80,resnet,ddg,40/60,0.49499997,0.0,0.0,nan
523,ddg,True,FGSM,vgg,20/80,resnet,ddg,50/50,0.58,0.78571427,0.22,0.34374997
524,ddg,True,FGSM,vgg,20/80,vgg,ddg,20/80,0.48,0.48765433,0.79,0.60305345
525,ddg,True,FGSM,vgg,20/80,vgg,ddg,30/70,0.53999996,0.5338983,0.63,0.57798165
526,ddg,True,FGSM,vgg,20/80,vgg,ddg,40/60,0.49499997,0.33333334,0.01,0.019417476
527,ddg,True,FGSM,vgg,20/80,vgg,ddg,50/50,0.5,0.5,0.02,0.03846154
528,ddg,True,FGSM,vgg,20/80,alexnet,google,20/80,0.585,0.6197183,0.44,0.5146198
529,ddg,True,FGSM,vgg,20/80,alexnet,google,30/70,0.53499997,0.7692308,0.1,0.17699115
530,ddg,True,FGSM,vgg,20/80,alexnet,google,40/60,0.56,0.77272725,0.17,0.27868852
