,dataset,isMath,attack,advModel,advBalancing,model,modelDataset,balancing,acc,precision,recall,f1
1630,bing,True,DeepFool,resnet,40/60,vgg,bing,40/60,0.98499995,0.980198,0.99,0.98507464
1631,bing,True,DeepFool,resnet,40/60,vgg,bing,50/50,0.98499995,0.980198,0.99,0.98507464
1632,bing,True,DeepFool,resnet,40/60,alexnet,ddg,20/80,0.92499995,0.8828829,0.98,0.92891
1633,bing,True,DeepFool,resnet,40/60,alexnet,ddg,30/70,0.955,0.93333334,0.98,0.95609754
1634,bing,True,DeepFool,resnet,40/60,alexnet,ddg,40/60,0.945,0.94949496,0.94,0.94472367
1635,bing,True,DeepFool,resnet,40/60,alexnet,ddg,50/50,0.96,0.95098037,0.97,0.960396
1636,bing,True,DeepFool,resnet,40/60,resnet,ddg,20/80,0.955,0.92523366,0.99,0.9565218
1637,bing,True,DeepFool,resnet,40/60,resnet,ddg,30/70,0.96999997,0.9519231,0.99,0.9705882
1638,bing,True,DeepFool,resnet,40/60,resnet,ddg,40/60,0.97499996,0.97979796,0.97,0.9748744
1639,bing,True,DeepFool,resnet,40/60,resnet,ddg,50/50,0.97999996,0.9705882,0.99,0.98019797
1640,bing,True,DeepFool,resnet,40/60,vgg,ddg,20/80,0.96,0.9259259,1.0,0.96153843
1641,bing,True,DeepFool,resnet,40/60,vgg,ddg,30/70,0.965,0.93457943,1.0,0.9661836
1642,bing,True,DeepFool,resnet,40/60,vgg,ddg,40/60,0.97999996,0.9705882,0.99,0.98019797
1643,bing,True,DeepFool,resnet,40/60,vgg,ddg,50/50,0.98499995,0.980198,0.99,0.98507464
1644,bing,True,DeepFool,resnet,40/60,alexnet,google,20/80,0.90999997,0.8596491,0.98,0.91588783
1645,bing,True,DeepFool,resnet,40/60,alexnet,google,30/70,0.91499996,0.8952381,0.94,0.9170732
1646,bing,True,DeepFool,resnet,40/60,alexnet,google,40/60,0.935,0.9142857,0.96,0.93658537
1647,bing,True,DeepFool,resnet,40/60,alexnet,google,50/50,0.95,0.9591837,0.94,0.9494949
1648,bing,True,DeepFool,resnet,40/60,resnet,google,20/80,0.945,0.9009009,1.0,0.94786733
1649,bing,True,DeepFool,resnet,40/60,resnet,google,30/70,0.96999997,0.9519231,0.99,0.9705882
1650,bing,True,DeepFool,resnet,40/60,resnet,google,40/60,0.97499996,0.97029704,0.98,0.97512436
1651,bing,True,DeepFool,resnet,40/60,resnet,google,50/50,0.96999997,0.97,0.97,0.97
1652,bing,True,DeepFool,resnet,40/60,vgg,google,20/80,0.96,0.9259259,1.0,0.96153843
1653,bing,True,DeepFool,resnet,40/60,vgg,google,30/70,0.96,0.9259259,1.0,0.96153843
1654,bing,True,DeepFool,resnet,40/60,vgg,google,40/60,0.97499996,0.9611651,0.99,0.97536945
1655,bing,True,DeepFool,resnet,40/60,vgg,google,50/50,0.97999996,0.9705882,0.99,0.98019797
1656,bing,True,DeepFool,resnet,50/50,alexnet,bing,20/80,0.91999996,0.8684211,0.99,0.92523366
1657,bing,True,DeepFool,resnet,50/50,alexnet,bing,30/70,0.92499995,0.88990825,0.97,0.92822963
1658,bing,True,DeepFool,resnet,50/50,alexnet,bing,40/60,0.945,0.94949496,0.94,0.94472367
1659,bing,True,DeepFool,resnet,50/50,alexnet,bing,50/50,0.93,0.91346157,0.95,0.9313726
1660,bing,True,DeepFool,resnet,50/50,resnet,bing,20/80,0.95,0.90909094,1.0,0.95238096
1661,bing,True,DeepFool,resnet,50/50,resnet,bing,30/70,0.96999997,0.9519231,0.99,0.9705882
1662,bing,True,DeepFool,resnet,50/50,resnet,bing,40/60,0.96999997,0.9607843,0.98,0.97029704
1663,bing,True,DeepFool,resnet,50/50,resnet,bing,50/50,0.96999997,0.9519231,0.99,0.9705882
1664,bing,True,DeepFool,resnet,50/50,vgg,bing,20/80,0.96999997,0.9519231,0.99,0.9705882
1665,bing,True,DeepFool,resnet,50/50,vgg,bing,30/70,0.97499996,0.9611651,0.99,0.97536945
1666,bing,True,DeepFool,resnet,50/50,vgg,bing,40/60,0.98499995,0.980198,0.99,0.98507464
1667,bing,True,DeepFool,resnet,50/50,vgg,bing,50/50,0.98499995,0.980198,0.99,0.98507464
1668,bing,True,DeepFool,resnet,50/50,alexnet,ddg,20/80,0.92499995,0.8828829,0.98,0.92891
1669,bing,True,DeepFool,resnet,50/50,alexnet,ddg,30/70,0.955,0.93333334,0.98,0.95609754
1670,bing,True,DeepFool,resnet,50/50,alexnet,ddg,40/60,0.945,0.94949496,0.94,0.94472367
1671,bing,True,DeepFool,resnet,50/50,alexnet,ddg,50/50,0.96,0.95098037,0.97,0.960396
1672,bing,True,DeepFool,resnet,50/50,resnet,ddg,20/80,0.955,0.92523366,0.99,0.9565218
1673,bing,True,DeepFool,resnet,50/50,resnet,ddg,30/70,0.96999997,0.9519231,0.99,0.9705882
1674,bing,True,DeepFool,resnet,50/50,resnet,ddg,40/60,0.97999996,0.98,0.98,0.98
1675,bing,True,DeepFool,resnet,50/50,resnet,ddg,50/50,0.97499996,0.97029704,0.98,0.97512436
1676,bing,True,DeepFool,resnet,50/50,vgg,ddg,20/80,0.96,0.9259259,1.0,0.96153843
1677,bing,True,DeepFool,resnet,50/50,vgg,ddg,30/70,0.96999997,0.9433962,1.0,0.9708738
1678,bing,True,DeepFool,resnet,50/50,vgg,ddg,40/60,0.97999996,0.9705882,0.99,0.98019797
1679,bing,True,DeepFool,resnet,50/50,vgg,ddg,50/50,0.98499995,0.980198,0.99,0.98507464
1680,bing,True,DeepFool,resnet,50/50,alexnet,google,20/80,0.90999997,0.8596491,0.98,0.91588783
1681,bing,True,DeepFool,resnet,50/50,alexnet,google,30/70,0.91499996,0.8952381,0.94,0.9170732
1682,bing,True,DeepFool,resnet,50/50,alexnet,google,40/60,0.935,0.9142857,0.96,0.93658537
1683,bing,True,DeepFool,resnet,50/50,alexnet,google,50/50,0.95,0.9591837,0.94,0.9494949
1684,bing,True,DeepFool,resnet,50/50,resnet,google,20/80,0.945,0.9009009,1.0,0.94786733
1685,bing,True,DeepFool,resnet,50/50,resnet,google,30/70,0.96999997,0.9519231,0.99,0.9705882
1686,bing,True,DeepFool,resnet,50/50,resnet,google,40/60,0.97499996,0.97029704,0.98,0.97512436
1687,bing,True,DeepFool,resnet,50/50,resnet,google,50/50,0.96999997,0.97,0.97,0.97
1688,bing,True,DeepFool,resnet,50/50,vgg,google,20/80,0.965,0.93457943,1.0,0.9661836
1689,bing,True,DeepFool,resnet,50/50,vgg,google,30/70,0.96,0.9259259,1.0,0.96153843
1690,bing,True,DeepFool,resnet,50/50,vgg,google,40/60,0.97499996,0.9611651,0.99,0.97536945
1691,bing,True,DeepFool,resnet,50/50,vgg,google,50/50,0.97999996,0.9705882,0.99,0.98019797
1692,bing,True,DeepFool,vgg,20/80,alexnet,bing,20/80,0.91999996,0.8684211,0.99,0.92523366
1693,bing,True,DeepFool,vgg,20/80,alexnet,bing,30/70,0.93,0.8909091,0.98,0.93333334
1694,bing,True,DeepFool,vgg,20/80,alexnet,bing,40/60,0.945,0.94949496,0.94,0.94472367
1695,bing,True,DeepFool,vgg,20/80,alexnet,bing,50/50,0.93,0.91346157,0.95,0.9313726
1696,bing,True,DeepFool,vgg,20/80,resnet,bing,20/80,0.955,0.9174312,1.0,0.9569378
1697,bing,True,DeepFool,vgg,20/80,resnet,bing,30/70,0.96999997,0.9519231,0.99,0.9705882
1698,bing,True,DeepFool,vgg,20/80,resnet,bing,40/60,0.96999997,0.9607843,0.98,0.97029704
1699,bing,True,DeepFool,vgg,20/80,resnet,bing,50/50,0.96999997,0.9519231,0.99,0.9705882
1700,bing,True,DeepFool,vgg,20/80,vgg,bing,20/80,0.96999997,0.9519231,0.99,0.9705882
1701,bing,True,DeepFool,vgg,20/80,vgg,bing,30/70,0.97499996,0.9611651,0.99,0.97536945
1702,bing,True,DeepFool,vgg,20/80,vgg,bing,40/60,0.98499995,0.980198,0.99,0.98507464
1703,bing,True,DeepFool,vgg,20/80,vgg,bing,50/50,0.98499995,0.980198,0.99,0.98507464
1704,bing,True,DeepFool,vgg,20/80,alexnet,ddg,20/80,0.92499995,0.8828829,0.98,0.92891
1705,bing,True,DeepFool,vgg,20/80,alexnet,ddg,30/70,0.955,0.93333334,0.98,0.95609754
1706,bing,True,DeepFool,vgg,20/80,alexnet,ddg,40/60,0.945,0.94949496,0.94,0.94472367
1707,bing,True,DeepFool,vgg,20/80,alexnet,ddg,50/50,0.96,0.95098037,0.97,0.960396
1708,bing,True,DeepFool,vgg,20/80,resnet,ddg,20/80,0.96,0.9339623,0.99,0.961165
1709,bing,True,DeepFool,vgg,20/80,resnet,ddg,30/70,0.96999997,0.9519231,0.99,0.9705882
1710,bing,True,DeepFool,vgg,20/80,resnet,ddg,40/60,0.97999996,0.98,0.98,0.98
1711,bing,True,DeepFool,vgg,20/80,resnet,ddg,50/50,0.97499996,0.97029704,0.98,0.97512436
1712,bing,True,DeepFool,vgg,20/80,vgg,ddg,20/80,0.96,0.9259259,1.0,0.96153843
1713,bing,True,DeepFool,vgg,20/80,vgg,ddg,30/70,0.96999997,0.9433962,1.0,0.9708738
1714,bing,True,DeepFool,vgg,20/80,vgg,ddg,40/60,0.97999996,0.9705882,0.99,0.98019797
1715,bing,True,DeepFool,vgg,20/80,vgg,ddg,50/50,0.98499995,0.980198,0.99,0.98507464
1716,bing,True,DeepFool,vgg,20/80,alexnet,google,20/80,0.90999997,0.8596491,0.98,0.91588783
1717,bing,True,DeepFool,vgg,20/80,alexnet,google,30/70,0.91499996,0.8952381,0.94,0.9170732
1718,bing,True,DeepFool,vgg,20/80,alexnet,google,40/60,0.935,0.9142857,0.96,0.93658537
1719,bing,True,DeepFool,vgg,20/80,alexnet,google,50/50,0.95,0.9591837,0.94,0.9494949
1720,bing,True,DeepFool,vgg,20/80,resnet,google,20/80,0.95,0.90909094,1.0,0.95238096
1721,bing,True,DeepFool,vgg,20/80,resnet,google,30/70,0.96999997,0.9519231,0.99,0.9705882
1722,bing,True,DeepFool,vgg,20/80,resnet,google,40/60,0.97499996,0.97029704,0.98,0.97512436
1723,bing,True,DeepFool,vgg,20/80,resnet,google,50/50,0.96999997,0.97,0.97,0.97
1724,bing,True,DeepFool,vgg,20/80,vgg,google,20/80,0.965,0.93457943,1.0,0.9661836
1725,bing,True,DeepFool,vgg,20/80,vgg,google,30/70,0.96,0.9259259,1.0,0.96153843
1726,bing,True,DeepFool,vgg,20/80,vgg,google,40/60,0.96999997,0.9519231,0.99,0.9705882
1727,bing,True,DeepFool,vgg,20/80,vgg,google,50/50,0.97999996,0.9705882,0.99,0.98019797
1728,bing,True,DeepFool,vgg,30/70,alexnet,bing,20/80,0.91999996,0.8684211,0.99,0.92523366
1729,bing,True,DeepFool,vgg,30/70,alexnet,bing,30/70,0.93,0.8909091,0.98,0.93333334
1730,bing,True,DeepFool,vgg,30/70,alexnet,bing,40/60,0.945,0.94949496,0.94,0.94472367
1731,bing,True,DeepFool,vgg,30/70,alexnet,bing,50/50,0.93,0.91346157,0.95,0.9313726
1732,bing,True,DeepFool,vgg,30/70,resnet,bing,20/80,0.955,0.9174312,1.0,0.9569378
1733,bing,True,DeepFool,vgg,30/70,resnet,bing,30/70,0.96999997,0.9519231,0.99,0.9705882
1734,bing,True,DeepFool,vgg,30/70,resnet,bing,40/60,0.96999997,0.9607843,0.98,0.97029704
1735,bing,True,DeepFool,vgg,30/70,resnet,bing,50/50,0.96999997,0.9519231,0.99,0.9705882
1736,bing,True,DeepFool,vgg,30/70,vgg,bing,20/80,0.96999997,0.9519231,0.99,0.9705882
1737,bing,True,DeepFool,vgg,30/70,vgg,bing,30/70,0.97499996,0.9611651,0.99,0.97536945
1738,bing,True,DeepFool,vgg,30/70,vgg,bing,40/60,0.98499995,0.980198,0.99,0.98507464
1739,bing,True,DeepFool,vgg,30/70,vgg,bing,50/50,0.97999996,0.9705882,0.99,0.98019797
1740,bing,True,DeepFool,vgg,30/70,alexnet,ddg,20/80,0.92499995,0.8828829,0.98,0.92891
1741,bing,True,DeepFool,vgg,30/70,alexnet,ddg,30/70,0.955,0.93333334,0.98,0.95609754
1742,bing,True,DeepFool,vgg,30/70,alexnet,ddg,40/60,0.945,0.94949496,0.94,0.94472367
1743,bing,True,DeepFool,vgg,30/70,alexnet,ddg,50/50,0.96,0.95098037,0.97,0.960396
1744,bing,True,DeepFool,vgg,30/70,resnet,ddg,20/80,0.96,0.9339623,0.99,0.961165
1745,bing,True,DeepFool,vgg,30/70,resnet,ddg,30/70,0.96999997,0.9519231,0.99,0.9705882
1746,bing,True,DeepFool,vgg,30/70,resnet,ddg,40/60,0.97999996,0.98,0.98,0.98
1747,bing,True,DeepFool,vgg,30/70,resnet,ddg,50/50,0.97999996,0.9705882,0.99,0.98019797
1748,bing,True,DeepFool,vgg,30/70,vgg,ddg,20/80,0.96,0.9259259,1.0,0.96153843
1749,bing,True,DeepFool,vgg,30/70,vgg,ddg,30/70,0.965,0.93457943,1.0,0.9661836
1750,bing,True,DeepFool,vgg,30/70,vgg,ddg,40/60,0.97999996,0.9705882,0.99,0.98019797
1751,bing,True,DeepFool,vgg,30/70,vgg,ddg,50/50,0.98499995,0.980198,0.99,0.98507464
1752,bing,True,DeepFool,vgg,30/70,alexnet,google,20/80,0.90999997,0.8596491,0.98,0.91588783
1753,bing,True,DeepFool,vgg,30/70,alexnet,google,30/70,0.91499996,0.8952381,0.94,0.9170732
1754,bing,True,DeepFool,vgg,30/70,alexnet,google,40/60,0.935,0.9142857,0.96,0.93658537
1755,bing,True,DeepFool,vgg,30/70,alexnet,google,50/50,0.95,0.9591837,0.94,0.9494949
1756,bing,True,DeepFool,vgg,30/70,resnet,google,20/80,0.95,0.90909094,1.0,0.95238096
1757,bing,True,DeepFool,vgg,30/70,resnet,google,30/70,0.96999997,0.9519231,0.99,0.9705882
1758,bing,True,DeepFool,vgg,30/70,resnet,google,40/60,0.97499996,0.97029704,0.98,0.97512436
1759,bing,True,DeepFool,vgg,30/70,resnet,google,50/50,0.96999997,0.97,0.97,0.97
1760,bing,True,DeepFool,vgg,30/70,vgg,google,20/80,0.965,0.93457943,1.0,0.9661836
1761,bing,True,DeepFool,vgg,30/70,vgg,google,30/70,0.96,0.9259259,1.0,0.96153843
1762,bing,True,DeepFool,vgg,30/70,vgg,google,40/60,0.97999996,0.9705882,0.99,0.98019797
1763,bing,True,DeepFool,vgg,30/70,vgg,google,50/50,0.97999996,0.9705882,0.99,0.98019797
1764,bing,True,DeepFool,vgg,40/60,alexnet,bing,20/80,0.91499996,0.8608696,0.99,0.9209302
1765,bing,True,DeepFool,vgg,40/60,alexnet,bing,30/70,0.93,0.8909091,0.98,0.93333334
1766,bing,True,DeepFool,vgg,40/60,alexnet,bing,40/60,0.945,0.94949496,0.94,0.94472367
1767,bing,True,DeepFool,vgg,40/60,alexnet,bing,50/50,0.93,0.91346157,0.95,0.9313726
1768,bing,True,DeepFool,vgg,40/60,resnet,bing,20/80,0.955,0.9174312,1.0,0.9569378
1769,bing,True,DeepFool,vgg,40/60,resnet,bing,30/70,0.96999997,0.9519231,0.99,0.9705882
1770,bing,True,DeepFool,vgg,40/60,resnet,bing,40/60,0.96999997,0.9607843,0.98,0.97029704
1771,bing,True,DeepFool,vgg,40/60,resnet,bing,50/50,0.96999997,0.9519231,0.99,0.9705882
1772,bing,True,DeepFool,vgg,40/60,vgg,bing,20/80,0.96999997,0.9519231,0.99,0.9705882
1773,bing,True,DeepFool,vgg,40/60,vgg,bing,30/70,0.97499996,0.9611651,0.99,0.97536945
1774,bing,True,DeepFool,vgg,40/60,vgg,bing,40/60,0.98499995,0.980198,0.99,0.98507464
1775,bing,True,DeepFool,vgg,40/60,vgg,bing,50/50,0.97999996,0.9705882,0.99,0.98019797
1776,bing,True,DeepFool,vgg,40/60,alexnet,ddg,20/80,0.92499995,0.88990825,0.97,0.92822963
1777,bing,True,DeepFool,vgg,40/60,alexnet,ddg,30/70,0.955,0.93333334,0.98,0.95609754
1778,bing,True,DeepFool,vgg,40/60,alexnet,ddg,40/60,0.945,0.94949496,0.94,0.94472367
1779,bing,True,DeepFool,vgg,40/60,alexnet,ddg,50/50,0.96,0.95098037,0.97,0.960396
1780,bing,True,DeepFool,vgg,40/60,resnet,ddg,20/80,0.96,0.9339623,0.99,0.961165
1781,bing,True,DeepFool,vgg,40/60,resnet,ddg,30/70,0.96999997,0.9519231,0.99,0.9705882
1782,bing,True,DeepFool,vgg,40/60,resnet,ddg,40/60,0.97999996,0.98,0.98,0.98
1783,bing,True,DeepFool,vgg,40/60,resnet,ddg,50/50,0.97499996,0.97029704,0.98,0.97512436
1784,bing,True,DeepFool,vgg,40/60,vgg,ddg,20/80,0.96,0.9259259,1.0,0.96153843
1785,bing,True,DeepFool,vgg,40/60,vgg,ddg,30/70,0.965,0.93457943,1.0,0.9661836
1786,bing,True,DeepFool,vgg,40/60,vgg,ddg,40/60,0.97999996,0.9705882,0.99,0.98019797
1787,bing,True,DeepFool,vgg,40/60,vgg,ddg,50/50,0.98499995,0.980198,0.99,0.98507464
1788,bing,True,DeepFool,vgg,40/60,alexnet,google,20/80,0.90999997,0.8596491,0.98,0.91588783
1789,bing,True,DeepFool,vgg,40/60,alexnet,google,30/70,0.91499996,0.8952381,0.94,0.9170732
1790,bing,True,DeepFool,vgg,40/60,alexnet,google,40/60,0.935,0.9142857,0.96,0.93658537
1791,bing,True,DeepFool,vgg,40/60,alexnet,google,50/50,0.95,0.9591837,0.94,0.9494949
1792,bing,True,DeepFool,vgg,40/60,resnet,google,20/80,0.945,0.9009009,1.0,0.94786733
1793,bing,True,DeepFool,vgg,40/60,resnet,google,30/70,0.96999997,0.9519231,0.99,0.9705882
1794,bing,True,DeepFool,vgg,40/60,resnet,google,40/60,0.97499996,0.97029704,0.98,0.97512436
1795,bing,True,DeepFool,vgg,40/60,resnet,google,50/50,0.96999997,0.97,0.97,0.97
1796,bing,True,DeepFool,vgg,40/60,vgg,google,20/80,0.96,0.9259259,1.0,0.96153843
1797,bing,True,DeepFool,vgg,40/60,vgg,google,30/70,0.96,0.9259259,1.0,0.96153843
1798,bing,True,DeepFool,vgg,40/60,vgg,google,40/60,0.96999997,0.9519231,0.99,0.9705882
1799,bing,True,DeepFool,vgg,40/60,vgg,google,50/50,0.97999996,0.9705882,0.99,0.98019797
1800,bing,True,DeepFool,vgg,50/50,alexnet,bing,20/80,0.91499996,0.8608696,0.99,0.9209302
1801,bing,True,DeepFool,vgg,50/50,alexnet,bing,30/70,0.93,0.8909091,0.98,0.93333334
1802,bing,True,DeepFool,vgg,50/50,alexnet,bing,40/60,0.945,0.94949496,0.94,0.94472367
1803,bing,True,DeepFool,vgg,50/50,alexnet,bing,50/50,0.93,0.91346157,0.95,0.9313726
1804,bing,True,DeepFool,vgg,50/50,resnet,bing,20/80,0.95,0.90909094,1.0,0.95238096
1805,bing,True,DeepFool,vgg,50/50,resnet,bing,30/70,0.96999997,0.9519231,0.99,0.9705882
1806,bing,True,DeepFool,vgg,50/50,resnet,bing,40/60,0.96999997,0.9607843,0.98,0.97029704
1807,bing,True,DeepFool,vgg,50/50,resnet,bing,50/50,0.96999997,0.9519231,0.99,0.9705882
1808,bing,True,DeepFool,vgg,50/50,vgg,bing,20/80,0.965,0.94285715,0.99,0.9658537
1809,bing,True,DeepFool,vgg,50/50,vgg,bing,30/70,0.97499996,0.9611651,0.99,0.97536945
1810,bing,True,DeepFool,vgg,50/50,vgg,bing,40/60,0.97999996,0.9705882,0.99,0.98019797
1811,bing,True,DeepFool,vgg,50/50,vgg,bing,50/50,0.97999996,0.9705882,0.99,0.98019797
1812,bing,True,DeepFool,vgg,50/50,alexnet,ddg,20/80,0.91999996,0.8818182,0.97,0.9238095
1813,bing,True,DeepFool,vgg,50/50,alexnet,ddg,30/70,0.955,0.93333334,0.98,0.95609754
1814,bing,True,DeepFool,vgg,50/50,alexnet,ddg,40/60,0.945,0.94949496,0.94,0.94472367
1815,bing,True,DeepFool,vgg,50/50,alexnet,ddg,50/50,0.96,0.95098037,0.97,0.960396
1816,bing,True,DeepFool,vgg,50/50,resnet,ddg,20/80,0.96,0.9339623,0.99,0.961165
1817,bing,True,DeepFool,vgg,50/50,resnet,ddg,30/70,0.96999997,0.9519231,0.99,0.9705882
1818,bing,True,DeepFool,vgg,50/50,resnet,ddg,40/60,0.97999996,0.98,0.98,0.98
1819,bing,True,DeepFool,vgg,50/50,resnet,ddg,50/50,0.97499996,0.97029704,0.98,0.97512436
1820,bing,True,DeepFool,vgg,50/50,vgg,ddg,20/80,0.96,0.9259259,1.0,0.96153843
1821,bing,True,DeepFool,vgg,50/50,vgg,ddg,30/70,0.965,0.93457943,1.0,0.9661836
1822,bing,True,DeepFool,vgg,50/50,vgg,ddg,40/60,0.97999996,0.9705882,0.99,0.98019797
1823,bing,True,DeepFool,vgg,50/50,vgg,ddg,50/50,0.98499995,0.980198,0.99,0.98507464
1824,bing,True,DeepFool,vgg,50/50,alexnet,google,20/80,0.90999997,0.8596491,0.98,0.91588783
1825,bing,True,DeepFool,vgg,50/50,alexnet,google,30/70,0.91499996,0.8952381,0.94,0.9170732
1826,bing,True,DeepFool,vgg,50/50,alexnet,google,40/60,0.935,0.9142857,0.96,0.93658537
1827,bing,True,DeepFool,vgg,50/50,alexnet,google,50/50,0.95,0.9591837,0.94,0.9494949
1828,bing,True,DeepFool,vgg,50/50,resnet,google,20/80,0.945,0.9009009,1.0,0.94786733
1829,bing,True,DeepFool,vgg,50/50,resnet,google,30/70,0.96999997,0.9519231,0.99,0.9705882
1830,bing,True,DeepFool,vgg,50/50,resnet,google,40/60,0.97499996,0.97029704,0.98,0.97512436
1831,bing,True,DeepFool,vgg,50/50,resnet,google,50/50,0.96999997,0.97,0.97,0.97
1832,bing,True,DeepFool,vgg,50/50,vgg,google,20/80,0.96,0.9259259,1.0,0.96153843
1833,bing,True,DeepFool,vgg,50/50,vgg,google,30/70,0.96,0.9259259,1.0,0.96153843
1834,bing,True,DeepFool,vgg,50/50,vgg,google,40/60,0.96999997,0.9519231,0.99,0.9705882
1835,bing,True,DeepFool,vgg,50/50,vgg,google,50/50,0.97999996,0.9705882,0.99,0.98019797
1836,bing,True,DIFGSM,alexnet,20/80,alexnet,bing,20/80,0.385,0.42068964,0.61,0.49795914
1837,bing,True,DIFGSM,alexnet,20/80,alexnet,bing,30/70,0.42499998,0.44,0.55,0.4888889
1838,bing,True,DIFGSM,alexnet,20/80,alexnet,bing,40/60,0.42999998,0.42708334,0.41,0.41836736
1839,bing,True,DIFGSM,alexnet,20/80,alexnet,bing,50/50,0.39999998,0.41666666,0.5,0.45454547
1840,bing,True,DIFGSM,alexnet,20/80,resnet,bing,20/80,0.825,0.751938,0.97,0.8471616
1841,bing,True,DIFGSM,alexnet,20/80,resnet,bing,30/70,0.825,0.8217822,0.83,0.82587063
1842,bing,True,DIFGSM,alexnet,20/80,resnet,bing,40/60,0.84499997,0.86315787,0.82,0.8410256
1843,bing,True,DIFGSM,alexnet,20/80,resnet,bing,50/50,0.84,0.8333333,0.85,0.8415841
1844,bing,True,DIFGSM,alexnet,20/80,vgg,bing,20/80,0.79999995,0.7631579,0.87,0.8130841
1845,bing,True,DIFGSM,alexnet,20/80,vgg,bing,30/70,0.78,0.7413793,0.86,0.7962963
1846,bing,True,DIFGSM,alexnet,20/80,vgg,bing,40/60,0.78499997,0.7567568,0.84,0.79620856
1847,bing,True,DIFGSM,alexnet,20/80,vgg,bing,50/50,0.78999996,0.75,0.87,0.8055556
1848,bing,True,DIFGSM,alexnet,20/80,alexnet,ddg,20/80,0.475,0.48120302,0.64,0.5493563
1849,bing,True,DIFGSM,alexnet,20/80,alexnet,ddg,30/70,0.45,0.45901638,0.56,0.5045045
1850,bing,True,DIFGSM,alexnet,20/80,alexnet,ddg,40/60,0.48499998,0.48623854,0.53,0.50717705
1851,bing,True,DIFGSM,alexnet,20/80,alexnet,ddg,50/50,0.465,0.4678899,0.51,0.48803827
1852,bing,True,DIFGSM,alexnet,20/80,resnet,ddg,20/80,0.79499996,0.76106197,0.86,0.80751175
1853,bing,True,DIFGSM,alexnet,20/80,resnet,ddg,30/70,0.805,0.8210526,0.78,0.8
1854,bing,True,DIFGSM,alexnet,20/80,resnet,ddg,40/60,0.835,0.89411765,0.76,0.82162166
1855,bing,True,DIFGSM,alexnet,20/80,resnet,ddg,50/50,0.84499997,0.8484849,0.84,0.84422106
1856,bing,True,DIFGSM,alexnet,20/80,vgg,ddg,20/80,0.78999996,0.73770493,0.9,0.8108108
1857,bing,True,DIFGSM,alexnet,20/80,vgg,ddg,30/70,0.78499997,0.74358976,0.87,0.8018433
1858,bing,True,DIFGSM,alexnet,20/80,vgg,ddg,40/60,0.805,0.79611653,0.82,0.8078818
1859,bing,True,DIFGSM,alexnet,20/80,vgg,ddg,50/50,0.81,0.7818182,0.86,0.81904763
1860,bing,True,DIFGSM,alexnet,20/80,alexnet,google,20/80,0.48499998,0.4893617,0.69,0.5726141
1861,bing,True,DIFGSM,alexnet,20/80,alexnet,google,30/70,0.52,0.52,0.52,0.52
1862,bing,True,DIFGSM,alexnet,20/80,alexnet,google,40/60,0.49499997,0.49462366,0.46,0.47668394
1863,bing,True,DIFGSM,alexnet,20/80,alexnet,google,50/50,0.465,0.4631579,0.44,0.45128205
1864,bing,True,DIFGSM,alexnet,20/80,resnet,google,20/80,0.81,0.7627119,0.9,0.82568806
1865,bing,True,DIFGSM,alexnet,20/80,resnet,google,30/70,0.84,0.86170214,0.81,0.83505154
1866,bing,True,DIFGSM,alexnet,20/80,resnet,google,40/60,0.835,0.86021507,0.8,0.8290155
1867,bing,True,DIFGSM,alexnet,20/80,resnet,google,50/50,0.835,0.85263157,0.81,0.83076924
1868,bing,True,DIFGSM,alexnet,20/80,vgg,google,20/80,0.775,0.73504275,0.86,0.79262674
1869,bing,True,DIFGSM,alexnet,20/80,vgg,google,30/70,0.78499997,0.7522124,0.85,0.7981221
1870,bing,True,DIFGSM,alexnet,20/80,vgg,google,40/60,0.755,0.7297297,0.81,0.7677725
1871,bing,True,DIFGSM,alexnet,20/80,vgg,google,50/50,0.815,0.8181818,0.81,0.8140704
1872,bing,True,DIFGSM,alexnet,30/70,alexnet,bing,20/80,0.48,0.48666668,0.73,0.58400005
1873,bing,True,DIFGSM,alexnet,30/70,alexnet,bing,30/70,0.465,0.47244096,0.6,0.52863437
1874,bing,True,DIFGSM,alexnet,30/70,alexnet,bing,40/60,0.505,0.50526315,0.48,0.4923077
1875,bing,True,DIFGSM,alexnet,30/70,alexnet,bing,50/50,0.49499997,0.49586776,0.6,0.54298645
1876,bing,True,DIFGSM,alexnet,30/70,resnet,bing,20/80,0.825,0.7559055,0.96,0.845815
1877,bing,True,DIFGSM,alexnet,30/70,resnet,bing,30/70,0.825,0.8217822,0.83,0.82587063
1878,bing,True,DIFGSM,alexnet,30/70,resnet,bing,40/60,0.84499997,0.8484849,0.84,0.84422106
1879,bing,True,DIFGSM,alexnet,30/70,resnet,bing,50/50,0.85999995,0.84615386,0.88,0.8627451
1880,bing,True,DIFGSM,alexnet,30/70,vgg,bing,20/80,0.84,0.8207547,0.87,0.8446602
1881,bing,True,DIFGSM,alexnet,30/70,vgg,bing,30/70,0.835,0.8018018,0.89,0.84360194
1882,bing,True,DIFGSM,alexnet,30/70,vgg,bing,40/60,0.87,0.87,0.87,0.87
1883,bing,True,DIFGSM,alexnet,30/70,vgg,bing,50/50,0.85999995,0.8396226,0.89,0.8640776
1884,bing,True,DIFGSM,alexnet,30/70,alexnet,ddg,20/80,0.53999996,0.5307692,0.69,0.6
1885,bing,True,DIFGSM,alexnet,30/70,alexnet,ddg,30/70,0.505,0.50406504,0.62,0.5560538
